SKU HALEON;CADENA;SUBCADENA;SKU HOLDING;DESCRIPCIÓN CADENA;PRECIO NORMAL;PRECIO OFERTA;DESCUENTO;TIPO
700362092;CENCOSUD;Jumbo;1880272;Crema Adhesiva Dental Corega Máximo Sellado 40 g; $14.590 ;;;Supermercado
700362091;CENCOSUD;Jumbo;1880271;Crema Adhesiva Dental Corega Máximo Sellado 70 g; $19.690 ;;;Supermercado
60000000119600;CENCOSUD;Jumbo;1604047;Tabletas Limpiadoras Corega Prótesis Dental 30 un.; $8.590 ;;;Supermercado
LA66138;CENCOSUD;Jumbo;1880273;Tabletas Limpiadoras Corega Prótesis Dental Blanqueador 30 un.; $9.790 ;;;Supermercado
60000000127633;CENCOSUD;Jumbo;1950822;Tabletas Limpiadoras Corega Pro Ortodoncia 30 un.; $8.250 ;;;Supermercado
700661141;CENCOSUD;Jumbo;274174;Desodorante Crema Etiquet Women Antitranspirante 100 g; $7.490 ;;;Supermercado
700661143;CENCOSUD;Jumbo;274176;Desodorante Crema Etiquet Women Antitranspirante 60 g; $5.390 ;;;Supermercado
700661125;CENCOSUD;Jumbo;1027556;Desodorante Crema Etiquet Masculino Action 60 g; $4.399 ;;;Supermercado
700661129;CENCOSUD;Jumbo;911631;Desodorante Crema Etiquet Men Full Protect Antitranspirante 60 g; $5.390 ;;;Supermercado
60000000041127;CENCOSUD;Jumbo;1580888;Desodorante Roll On Etiquet Pack Clásico 60 g 2 un.; $6.190 ; $4.990 ;;Supermercado
60000000107493;CENCOSUD;Jumbo;1903987;Desodorante Roll On Etiquet Floral 60 g 2 un.; $6.190 ; $4.990 ;;Supermercado
60000000041126;CENCOSUD;Jumbo;1580887;Desodorante Roll On Masculino Etiquet Pack 60 g 2 un.; $6.190 ;;;Supermercado
700661221;CENCOSUD;Jumbo;1254586;Desodorante Roll On Etiquet Deo Clasico 60 g; $3.650 ;;;Supermercado
700661133;CENCOSUD;Jumbo;274184;Desodorante Roll On Etiquet Floral 60 g; $1.390 ;;;Supermercado
60000000109056;CENCOSUD;Jumbo;1733585;Cepillo de Dientes Sensodyne Complete Protection Suave 2 un.; $7.390 ;;;Supermercado
60000000129476;CENCOSUD;Jumbo;1923863;Cepillo de Dientes Sensodyne Complete Protection Suave 3 un.; $8.790 ;;;Supermercado
60000000110625;CENCOSUD;Jumbo;1741016;Cepillo de Dientes Limpieza Profunda Suave 1 un.; $4.999 ;;;Supermercado
60000000129474;CENCOSUD;Jumbo;1923862;Cepillo de Dientes Sensodyne R&P Suave 3 un.; $8.790 ; $6.790 ;;Supermercado
60000000108950;CENCOSUD;Jumbo;1716801;Cepillo de Dientes Sensodyne Repara & Protege 2 un.; $7.390 ;;;Supermercado
60000000122043;CENCOSUD;Jumbo;1849136;Cepillo de Dientes Sensodyne Sensibilidad y Encías; $5.790 ;;;Supermercado
60000000202429;CENCOSUD;Jumbo;1966938;Cepillo de Dientes Sensodyne Esmalte & Sensibilidad; $5.390 ;;;Supermercado
60000000109051;CENCOSUD;Jumbo;1716802;Cepillo de Dientes Sensodyne Sensitive Care 2 un.; $6.990 ;;;Supermercado
670003;CENCOSUD;Jumbo;996166;Pasta Dental Sensodyne 90 g; $5.890 ;;;Supermercado
60000000135996;CENCOSUD;Jumbo;1948541;Pasta Dental Sensodyne Comp Prot White 90 g; $6.390 ; $4.990 ;;Supermercado
670023;CENCOSUD;Jumbo;1672590;Pasta Dental Sensodyne Extra Fresh 90 g; $5.790 ;;;Supermercado
676628;CENCOSUD;Jumbo;1741015;Pasta Dental Sensodyne Limpieza Profunda 90 g; $6.590 ;;;Supermercado
676627;CENCOSUD;Jumbo;954118;Pasta Dental Sensodyne Multi Protección 90 g; $5.699 ;;;Supermercado
60000000124502;CENCOSUD;Jumbo;1865652;Pasta Dental Sensodyne Limpieza Profunda 2 un. 90 g; $11.790 ;;;Supermercado
60000000109125;CENCOSUD;Jumbo;1970102;Pasta Dental Sensodyne Junior Esmalte 129 g; $4.190 ; $3.190 ;;Supermercado
60000000129041;CENCOSUD;Jumbo;1093653;Pasta Dental Sensodyne 100 g; $7.990 ;;;Supermercado
60000000119954;CENCOSUD;Jumbo;1778524;Pasta Dental Sensodyne Rápido Alivio Blanqueador 100 g; $7.590 ;;;Supermercado
60000000130001;CENCOSUD;Jumbo;1353774;Pasta Dental Sensodyne Repair & Protect 100 g; $7.990 ; $6.590 ;;Supermercado
60000000104527;CENCOSUD;Jumbo;1467236;Pasta Dental Sensodyne R&P Whitening 100 g; $7.990 ; $6.590 ;;Supermercado
60000000138198;CENCOSUD;Jumbo;1933911;Pasta Dental Sensodyne Repara & Protege Blanqueadora 2 un. 100 g; $13.590 ;;;Supermercado
60000000122861;CENCOSUD;Jumbo;1849135;Pasta Dental Sensodyne Sensibilidad & Encías 100 g; $7.590 ;;;Supermercado
60000000122373;CENCOSUD;Jumbo;1849134;Pasta Dental Sensodyne Sensibilidad & Encías Blanqueador 100 g; $7.990 ;;;Supermercado
60000000138191;CENCOSUD;Jumbo;1933912;Pasta Dental Sensodyne Sensibilidad y Encías Blanqueadora 2 un. 100 g; $13.590 ;;;Supermercado
60000000200796;CENCOSUD;Jumbo;1970103;Pasta Dental Sensodyne Sensibilidad & Esmalte Blanqueadora 100 g; $7.890 ;;;Supermercado
60000000200793;CENCOSUD;Jumbo;1970104;Pasta Dental Sensodyne Sensibilidad & Esmalte 100 g; $7.890 ;;;Supermercado
60000000207024;CENCOSUD;Jumbo;2003286;Pasta Dental Sensodyne Blanqueador 140 g; $8.990 ;;;Supermercado
60000000207070;CENCOSUD;Jumbo;2003285;Pasta Dental Sensodyne Complete Protect 140 g; $8.990 ;;;Supermercado
60000000206281;CENCOSUD;Jumbo;2003283;Pasta Dental Sensodyne Anti Sarro 90 g; $6.390 ;;;Supermercado
60000000110990;CENCOSUD;Jumbo;1925080;Pack Desodorante Roll On Etiquet Mujer 60 g + Hombre 60 g; $5.590 ;;;Supermercado
60000000211972;CENCOSUD;Jumbo;2052693;Pasta Dental Aquafresh Sabor Menta 95 g 3 un.; $3.490 ;;;Supermercado
60000000014126;PREUNIC;Preunic;13574;AQUAFRESH Flex Cepillo Dental Cuidado Diario Suave Pack x2; $3.499 ; $2.000 ;;Farmacia / Perfumería
60000000022419;PREUNIC;Preunic;2035962;Cepillo Dental Big Teeth Suave; $4.399 ; $2.999 ;;Farmacia / Perfumería
60000000026151;PREUNIC;Preunic;2037318;Cepillo Dental Little Teeth Suave; $4.399 ; $2.999 ;;Farmacia / Perfumería
60000000116908;PREUNIC;Preunic;572532;Cepillo de Dientes Flex Cuello flexible Suave Aquafresh 3 unidades; $3.699 ; $2.774 ;;Farmacia / Perfumería
60000000117514;PREUNIC;Preunic;5980034;Cepillo Aquafresh Advanced 9-12 TB; $4.499 ; $2.999 ;;Farmacia / Perfumería
60000000026110;PREUNIC;Preunic;2019880;Pasta de dietes Advanced Cavity Protection Cleantion; $3.699 ; $2.774 ;;Farmacia / Perfumería
60000000106510;PREUNIC;Preunic;5980028;Crema Dental Menta Con Protección Contra Azúcar; $3.999 ; $2.999 ;;Farmacia / Perfumería
60000000111697;PREUNIC;Preunic;2039404;Pack de Cremas Dentales Extreme Clean Whitening; $7.799 ; $5.849 ;;Farmacia / Perfumería
60000000111809;PREUNIC;Preunic;5980027;Pack de pastas de dientes Advanced; $5.499 ; $3.699 ;;Farmacia / Perfumería
60000000114719;PREUNIC;Preunic;5980041;Crema dental Aquafresh Big Teeth (6 - 8 años) 94g.; $5.499 ; $4.124 ;;Farmacia / Perfumería
60000000117498;PREUNIC;Preunic;5980033;Pasta Aquafresh Advanced 9-12; $3.999 ; $2.999 ;;Farmacia / Perfumería
60000000122896;PREUNIC;Preunic;575225;AQUAFRESH CREMA DENTAL SABOR MENTA 126gr; $2.299 ; $1.000 ;;Farmacia / Perfumería
60000000123608;PREUNIC;Preunic;2040559;Pack de Cremas Dentales Triple Protección Soft Mint; $4.999 ; $3.749 ;;Farmacia / Perfumería
60000000124612;PREUNIC;Preunic;2035964;Pasta de dientes infantil Little Teeth Pasta; $3.999 ; $2.999 ;;Farmacia / Perfumería
700362040;PREUNIC;Preunic;5980001;Crema Ultra Adhesiva para Protesis Dentales  Sabor a Menta de 20 gr; $8.999 ; $7.649 ;;Farmacia / Perfumería
700362043;PREUNIC;Preunic;2030436;Crema Ultra Adhesiva para Protesis Dentales  Sin Sabor NEW; $8.999 ; $7.649 ;;Farmacia / Perfumería
700362045;PREUNIC;Preunic;1008244;Crema Ultra Adhesiva para Protesis Dentales  Sin Sabor de 40 gr; $12.999 ; $11.049 ;;Farmacia / Perfumería
60000000041130;PREUNIC;Preunic;2001179;Pack de antitranspirante en crema de 100gr y 30gr; $8.399 ; $6.299 ;;Farmacia / Perfumería
700661129;PREUNIC;Preunic;2010055;Desodorante Antitranspirante en Crema Full Protect para Hombre; $5.699 ; $4.274 ;;Farmacia / Perfumería
700661143;PREUNIC;Preunic;35007;Desodorante Antitranspirante en Crema Clásico de 100 gr 1 unidad; $5.799 ; $4.349 ;;Farmacia / Perfumería
60000000041126;PREUNIC;Preunic;2034569;Pack Etiquet Roll On Men 60g x2; $6.299 ; $4.724 ;;Farmacia / Perfumería
60000000041127;PREUNIC;Preunic;2034571;Pack Etiquet Roll On Clásico 60g x2; $6.299 ; $4.724 ;;Farmacia / Perfumería
60000000107493;PREUNIC;Preunic;5980006;Pack de desodorantes Roll-On Woman Floral; $6.299 ; $4.724 ;;Farmacia / Perfumería
700661133;PREUNIC;Preunic;36071;Etiquet Roll On Floral 60g; $2.000 ;;;Farmacia / Perfumería
700661261;PREUNIC;Preunic;2029366;Antitranspirante RollOn Blue Ice; $2.000 ;;;Farmacia / Perfumería
60000000109051;PREUNIC;Preunic;5980026;Pack Cepillo Sensitive Care; $7.999 ; $3.999 ;;Farmacia / Perfumería
60000000109056;PREUNIC;Preunic;5980024;Pack Cepillo Complete Protection; $8.299 ; $4.149 ;;Farmacia / Perfumería
60000000104527;PREUNIC;Preunic;2031728;Pasta Dental Repara y Protege Blanqueador; $8.899 ; $4.449 ;;Farmacia / Perfumería
60000000119954;PREUNIC;Preunic;5980037;Sensodyne Rapido Alivio Blanqueadora; $8.999 ; $4.499 ;;Farmacia / Perfumería
60000000129041;PREUNIC;Preunic;2023377;Crema Dental Rapido Alivio; $8.899 ; $4.449 ;;Farmacia / Perfumería
60000000130001;PREUNIC;Preunic;2027994;Pasta Dental Repara y Protege; $8.899 ; $4.449 ;;Farmacia / Perfumería
670003;PREUNIC;Preunic;2017605;Crema Dental Extra Fresh Whitening; $6.999 ; $3.499 ;;Farmacia / Perfumería
670023;PREUNIC;Preunic;5980015;Pasta dental Extra Fresh con flúor; $6.299 ; $3.149 ;;Farmacia / Perfumería
676628;PREUNIC;Preunic;5980031;Sensodyne limpieza profunda; $6.499 ; $3.249 ;;Farmacia / Perfumería
60000000122882;PREUNIC;Preunic;575226;AQUAFRESH CREMA DENTAL SABOR MENTA 2X95gr; $3.999 ; $2.000 ;;Farmacia / Perfumería
60000000124464;PREUNIC;Preunic;577114;Pack crema dental Intense White 2 un. 96 g c/u; $2.499 ; $1.874 ;;Farmacia / Perfumería
60000000123975;PREUNIC;Preunic;578284;Pasta Dental Aquafresh Active White 160gr; $2.000 ;;;Farmacia / Perfumería
700362092;PREUNIC;Preunic;578792;COREGA MAX SEAL FIXATIVE CREAM X 40G; $13.999 ; $10.799 ;;Farmacia / Perfumería
60000000130726;PREUNIC;Preunic;580892;AQUAFRESH PACK SABOR MENTA 3X126G; $5.499 ; $4.124 ;;Farmacia / Perfumería
60000000122861;PREUNIC;Preunic;575369;Sensodyne Sensibilidad & Encías Pastas Dental; $8.999 ; $4.499 ;;Farmacia / Perfumería
700362091;PREUNIC;Preunic;578699;COREGA MAX SEAL FIXATIVE CREAM X 70G; $19.999 ; $16.999 ;;Farmacia / Perfumería
700362044;PREUNIC;Preunic;8440004;COREGA CREMA SIN SABOR 70G; $19.599 ; $15.499 ;;Farmacia / Perfumería
700362078;PREUNIC;Preunic;573838;Corega Crema Sabor Menta 70G; $19.599 ; $15.499 ;;Farmacia / Perfumería
60000000124502;PREUNIC;Preunic;577719;Sensodyne Limpieza Profunda 2x90gr; $11.499 ; $5.749 ;;Farmacia / Perfumería
60000000129474;PREUNIC;Preunic;581845;Sensodyne Cepillo Repara & Protege Soft x3; $8.999 ; $4.499 ;;Farmacia / Perfumería
60000000138191;PREUNIC;Preunic;582297;Sensodyne Sensibilidad & Encías Blaqueador 2x100gr; $13.499 ;;;Farmacia / Perfumería
60000000129476;PREUNIC;Preunic;581846;Sensodyne Cepillo Complete Protection Soft x3; $8.999 ; $4.499 ;;Farmacia / Perfumería
60000000138198;PREUNIC;Preunic;582298;Sensodyne Repara & Protege Blaqueador 2x100gr; $13.499 ;;;Farmacia / Perfumería
60000000135996;PREUNIC;Preunic;584056;Sensodyne Complete Protection + 90g; $6.399 ; $3.199 ;;Farmacia / Perfumería
60000000135482;PREUNIC;Preunic;584742;Adhesivo Dental Crema; $20.999 ; $17.849 ;;Farmacia / Perfumería
60000000127633;PREUNIC;Preunic;582973;Limpiador Ortodoncia Dental ; $8.299 ; $5.899 ;;Farmacia / Perfumería
60000000200796;PREUNIC;Preunic;585088;Crema dental; $7.899 ; $3.949 ;;Farmacia / Perfumería
60000000200793;PREUNIC;Preunic;585089;Sensodyne Sensibilidad & Esmalte Menta 100g; $7.899 ; $3.949 ;;Farmacia / Perfumería
60000000202429;PREUNIC;Preunic;585087;Sensodyne Cepillo Sensibilidad & Esmalte Suave; $5.299 ; $2.649 ;;Farmacia / Perfumería
F000032205;PREUNIC;Preunic;576415;Multivitamínico Centrum Silver Mujer 60 Comprimidos; $29.999 ; $20.999 ;;Farmacia / Perfumería
F000048199;PREUNIC;Preunic;576418;Multivitamínico Centrum Mujer Tabletas 30 Comprimidos; $17.999 ; $12.599 ;;Farmacia / Perfumería
60000000208753;PREUNIC;Preunic;588270;Aquafresh White & Shine 75 Gr x3; $3.999 ; $2.999 ;;Farmacia / Perfumería
60000000206281;PREUNIC;Preunic;588260;Sensodyne Complete Protection Antisarro 90 G; $6.399 ; $3.199 ;;Farmacia / Perfumería
60000000207070;PREUNIC;Preunic;588259;Sensodyne Complete Protection 140 G; $8.799 ; $4.399 ;;Farmacia / Perfumería
60000000207024;PREUNIC;Preunic;588293;Sensodyne Blanqueador Extra Fresh 140 G; $8.799 ; $4.399 ;;Farmacia / Perfumería
60000000209844;PREUNIC;Preunic;592752;Crema Dental Sensodyne Pro-Esmalte Niños de Uso Diario con Flúor; $4.999 ; $2.499 ;;Farmacia / Perfumería
676626;PREUNIC;Preunic;2014872;Crema Dental para Dientes Sensibles; $4.499 ;;;Farmacia / Perfumería
60000000207057;PREUNIC;Preunic;592919;Crema Dental Sensodyne Clinical Repair Deep Clean de Uso Diario con Flúor; $9.499 ; $4.749 ;;Farmacia / Perfumería
60000000122043;SALCOBRAND;Salcobrand;575370;Sensodyne Cepillo Sensibilidad y Encías; $6.499 ;;;Farmacia / Perfumería
60000000116908;SALCOBRAND;Salcobrand;572532;Pack Cepillos Clean&Flex Soft 3 Un; $3.799 ; $3.000 ;;Farmacia / Perfumería
60000000111697;SALCOBRAND;Salcobrand;5982046;Pack de Cremas Dentales Extreme Clean Whitening ; $7.499 ;;;Farmacia / Perfumería
F000032205;SALCOBRAND;Salcobrand;576415;Multivitamínico Mujer Silver Centrum 60 Comprimidos; $30.199 ; $22.649 ;;Farmacia / Perfumería
F000048200;SALCOBRAND;Salcobrand;576416;Centrum Mujer Multivitamínico 60 Comprimidos; $28.899 ; $21.674 ;;Farmacia / Perfumería
60000000122882;SALCOBRAND;Salcobrand;575226;Pack Sabor Menta Aquafresh 2x95g; $3.999 ; $1.999 ;;Farmacia / Perfumería
60000000136282;SALCOBRAND;Salcobrand;583031;Centrum Mini Multivitaminico 30 Comprimidos; $16.499 ;;;Farmacia / Perfumería
F000018136;SALCOBRAND;Salcobrand;576417;Centrum Adultos Multivitamínico con Vitaminas y Minerales 60 Comprimidos; $22.699 ; $17.024 ;;Farmacia / Perfumería
F000048199;SALCOBRAND;Salcobrand;576418;Centrum Mujer Multivitamínico con Vitaminas y Minerales 30 Comprimidos; $17.699 ; $13.274 ;;Farmacia / Perfumería
F000048198;SALCOBRAND;Salcobrand;576419;Centrum Hombre Multivitamínico 60 Comprimidos; $29.099 ; $21.824 ;;Farmacia / Perfumería
F000048196;SALCOBRAND;Salcobrand;576421;Centrum Hombre Multivitamínico 30 Comprimidos; $17.699 ; $13.274 ;;Farmacia / Perfumería
F000032203;SALCOBRAND;Salcobrand;576422;Multivitamínico Centrum Silver Hombre +50 Años 60 Comprimidos Recubiertos; $30.999 ; $23.249 ;;Farmacia / Perfumería
F000018139;SALCOBRAND;Salcobrand;576423;Centrum Silver Multivitamínico 60 Comprimidos; $30.699 ; $23.024 ;;Farmacia / Perfumería
700362040;SALCOBRAND;Salcobrand;5980001;Crema Ultra Adhesiva Para Protesis Dentales Menta 20Gr; $9.299 ;;;Farmacia / Perfumería
700362043;SALCOBRAND;Salcobrand;5987247;Corega Ultra Crema Adhesiva Sin Sabor 20g; $8.999 ;;;Farmacia / Perfumería
700362092;SALCOBRAND;Salcobrand;578792;Corega Máximo Sellado 40 grs; $14.299 ;;;Farmacia / Perfumería
700362091;SALCOBRAND;Salcobrand;578699;Corega Máximo Sellado 70 Grs; $21.399 ; $18.790 ;;Farmacia / Perfumería
700362044;SALCOBRAND;Salcobrand;8440004;Corega Ultra Crema Adhesiva Sin Sabor 70g; $19.699 ;;;Farmacia / Perfumería
700362078;SALCOBRAND;Salcobrand;573838;Crema Adhesiva Ultra Menta; $19.799 ;;;Farmacia / Perfumería
700362041;SALCOBRAND;Salcobrand;5980060;Corega Ultra Crema Adhesiva Sabor Menta 40g; $13.199 ; $11.490 ;;Farmacia / Perfumería
700362045;SALCOBRAND;Salcobrand;5988061;Corega Ultra Crema Adhesiva Sin Sabor 40g; $13.299 ; $11.490 ;;Farmacia / Perfumería
60000000135482;SALCOBRAND;Salcobrand;584742;Corega Ultra Máxima Fijación y Frescura 70g; $20.999 ;;;Farmacia / Perfumería
60000000202565;SALCOBRAND;Salcobrand;586505;Corega Máxima Fijación y Comodidad 70g; $21.499 ;;;Farmacia / Perfumería
60000000202579;SALCOBRAND;Salcobrand;586506;Corega Máxima Fijación y Comodidad 40g; $14.299 ;;;Farmacia / Perfumería
60000000135515;SALCOBRAND;Salcobrand;584741;Corega Ultra Máxima Fijación y Frescura 40g; $14.399 ;;;Farmacia / Perfumería
60000000127633;SALCOBRAND;Salcobrand;582973;Limpiador de Aparatos Dentales Removibles 30 Tabletas; $8.399 ; $6.990 ;;Farmacia / Perfumería
60000000119600;SALCOBRAND;Salcobrand;5987142;Tabletas Limpiadoras de Prótesis Dentales 30 Tabletas; $9.199 ;;;Farmacia / Perfumería
LA66138;SALCOBRAND;Salcobrand;574254;Corega Tabs Blanquedor Caja 30 Unidades; $9.999 ;;;Farmacia / Perfumería
676590;SALCOBRAND;Salcobrand;5980059;Adhesivo dental Ultra en Polvo ; $17.399 ;;;Farmacia / Perfumería
676589;SALCOBRAND;Salcobrand;5980326;Adhesivo dental Ultra en Polvo ; $10.299 ;;;Farmacia / Perfumería
700521016;SALCOBRAND;Salcobrand;3121913;Eno Regular 100g; $4.099 ; $3.000 ;;Farmacia / Perfumería
700521019;SALCOBRAND;Salcobrand;3121923;Eno Limón 100g; $4.099 ; $3.000 ;;Farmacia / Perfumería
700661125;SALCOBRAND;Salcobrand;5986753;Etiquet Desodorante en Crema 60g; $5.499 ;;;Farmacia / Perfumería
700661143;SALCOBRAND;Salcobrand;5983608;Etiquet Desodorante en Crema 60g; $5.799 ; $4.490 ;;Farmacia / Perfumería
700661141;SALCOBRAND;Salcobrand;5983604;Etiquet Desodorante en Crema 100g; $8.699 ;;;Farmacia / Perfumería
700661133;SALCOBRAND;Salcobrand;5983044;Desodorante Roll-On Antitranspirante Floral ; $1.999 ;;;Farmacia / Perfumería
60000000107493;SALCOBRAND;Salcobrand;5980006;Pack de Desodorantes Roll-On Mujer Floral; $7.299 ;;;Farmacia / Perfumería
60000000125482;SALCOBRAND;Salcobrand;579405;Panadol Advance (R) Paracetamol 500mg 48 Comprimidos Recubiertos; $8.699 ; $7.655 ;;Farmacia / Perfumería
60000000125483;SALCOBRAND;Salcobrand;579404;Panadol Advance (R) Paracetamol 500mg 12 Comprimidos Recubiertos; $2.999 ; $2.639 ;;Farmacia / Perfumería
200641069;SALCOBRAND;Salcobrand;574992;Panadol Kids (B) Paracetamol 20 Comprimidos Masticables; $4.299 ; $3.783 ;;Farmacia / Perfumería
60000000126226;SALCOBRAND;Salcobrand;581367;Panadol Niños Paracetamol Jarabe 90ml; $12.599 ; $11.087 ;;Farmacia / Perfumería
60000000126228;SALCOBRAND;Salcobrand;581365;Panadol Niños Paracetamol Gotas 15ml; $4.299 ; $3.783 ;;Farmacia / Perfumería
F000018138;SALCOBRAND;Salcobrand;576424;Centrum Silver Multivitamínico 30 Comprimidos; $19.699 ; $14.774 ;;Farmacia / Perfumería
60000000129474;SALCOBRAND;Salcobrand;581845;Sensodyne Cepillo Repara & Protege Soft x3; $9.199 ; $5.979 ;;Farmacia / Perfumería
60000000129476;SALCOBRAND;Salcobrand;581846;Sensodyne Cepillo Complete Protection Soft x3; $9.199 ; $5.979 ;;Farmacia / Perfumería
60000000109051;SALCOBRAND;Salcobrand;5980026;Sensodyne Cepillo Sensitive Care x2; $7.999 ; $5.199 ;;Farmacia / Perfumería
60000000202429;SALCOBRAND;Salcobrand;585087;Sensodyne Cepillo Sensibilidad y Esmalte; $5.199 ; $3.379 ;;Farmacia / Perfumería
60000000109125;SALCOBRAND;Salcobrand;585086;Sensodyne Pro Esmalte Junior 129g; $4.499 ; $2.969 ;;Farmacia / Perfumería
60000000135996;SALCOBRAND;Salcobrand;584056;Sensodyne Protección Completa Blanqueador 90g; $6.499 ; $4.224 ;;Farmacia / Perfumería
60000000206281;SALCOBRAND;Salcobrand;588260;Sensodyne Protección Completa Antisarro 90g; $6.299 ; $4.094 ;;Farmacia / Perfumería
676628;SALCOBRAND;Salcobrand;5980031;Sensodyne Limpieza Profunda 90g; $6.699 ; $4.354 ;;Farmacia / Perfumería
F000018135;SALCOBRAND;Salcobrand;576425;Centrum Adultos Multivitamínico Frasco 30 Comprimidos; $13.599 ; $10.199 ;;Farmacia / Perfumería
60000000124502;SALCOBRAND;Salcobrand;577719;Sensodyne Limpieza Profunda 2 x 90g; $10.999 ; $7.149 ;;Farmacia / Perfumería
670023;SALCOBRAND;Salcobrand;5980015;Sensodyne Extra Fresh 90g; $6.599 ; $4.289 ;;Farmacia / Perfumería
60000000122861;SALCOBRAND;Salcobrand;575369;Sensodyne Sensibilidad y Encías 100g; $8.999 ; $5.849 ;;Farmacia / Perfumería
60000000138198;SALCOBRAND;Salcobrand;582298;Sensodyne Repara y Protege Blanqueador Mega 2x100g; $13.599 ; $8.839 ;;Farmacia / Perfumería
60000000124464;SALCOBRAND;Salcobrand;577114;Pack Pasta Dental Intense White 2x96 grm; $3.999 ; $1.999 ;;Farmacia / Perfumería
60000000122373;SALCOBRAND;Salcobrand;575368;Sensodyne Sensibilidad y Encías Blanqueador 100g; $8.999 ; $5.849 ;;Farmacia / Perfumería
60000000200796;SALCOBRAND;Salcobrand;585088;Sensodyne Sensibilidad & Esmalte Blanqueadora 100g; $7.699 ; $5.004 ;;Farmacia / Perfumería
60000000129041;SALCOBRAND;Salcobrand;5985000;Sensodyne Rápido Alivio 100g; $8.999 ; $5.849 ;;Farmacia / Perfumería
60000000207070;SALCOBRAND;Salcobrand;588259;Sensodyne Protección Completa Blanqueador 140g; $8.799 ; $5.719 ;;Farmacia / Perfumería
60000000207024;SALCOBRAND;Salcobrand;588293;Sensodyne Blanqueador Extra Fresh 140g; $8.799 ; $5.719 ;;Farmacia / Perfumería
60000000206516;SALCOBRAND;Salcobrand;588338;Anacin Max 8 Comprimidos Recubiertos; $2.799 ; $1.990 ;;Farmacia / Perfumería
60000000206509;SALCOBRAND;Salcobrand;588339;Anacin Max 32 Comprimidos Recubiertos; $7.499 ; $5.990 ;;Farmacia / Perfumería
60000000206515;SALCOBRAND;Salcobrand;588337;Anacin Clásico 8 Comprimidos Recubiertos; $2.199 ; $1.890 ;;Farmacia / Perfumería
60000000206499;SALCOBRAND;Salcobrand;588401;Anacin Clásico 32 Comprimidos Recubiertos; $6.399 ; $4.990 ;;Farmacia / Perfumería
60000000138191;SALCOBRAND;Salcobrand;582297;Sensodyne Sensibilidad y Encías Blanqueador Mega 2x100g; $13.599 ; $8.839 ;;Farmacia / Perfumería
60000000111809;SALCOBRAND;Salcobrand;5980027;Crema Dental Advanced 2 Unidades; $5.399 ;;;Farmacia / Perfumería
60000000130726;SALCOBRAND;Salcobrand;580892;Pack Aquafresh Triple Protection Sabor Menta 3 Unidades; $5.299 ;;;Farmacia / Perfumería
60000000200793;SALCOBRAND;Salcobrand;585089;Sensodyne Sensibilidad y Esmalte 100g; $7.699 ; $5.004 ;;Farmacia / Perfumería
60000000208753;SALCOBRAND;Salcobrand;588270;Pasta Dental Aquafresh White & Shine 75g 3 Unidades; $4.599 ;;;Farmacia / Perfumería
60000000123608;SALCOBRAND;Salcobrand;5980010;Aquafresh Pack Sabor Menta 158x2; $4.499 ; $3.690 ;;Farmacia / Perfumería
60000000109056;SALCOBRAND;Salcobrand;5980024;Sensodyne Cepillo Protección Completa x2; $8.399 ; $5.459 ;;Farmacia / Perfumería
60000000108950;SALCOBRAND;Salcobrand;5980025;Sensodyne Cepillo Repara y Protege x2; $8.399 ; $5.459 ;;Farmacia / Perfumería
60000000106510;SALCOBRAND;Salcobrand;5980028;Crema Dental Aquafresh Big Teeth; $3.999 ; $2.990 ;;Farmacia / Perfumería
60000000117498;SALCOBRAND;Salcobrand;5980033;Crema Dental Advance 9-12 Años 75ml; $3.999 ; $2.990 ;;Farmacia / Perfumería
60000000119954;SALCOBRAND;Salcobrand;5980037;Sensodyne Rápido Alivio Blanqueador 100g; $8.999 ; $5.849 ;;Farmacia / Perfumería
60000000130001;SALCOBRAND;Salcobrand;5980290;Sensodyne Repara y Protege 100g; $8.999 ; $5.849 ;;Farmacia / Perfumería
670003;SALCOBRAND;Salcobrand;5981745;Sensodyne Blanqueador Extra Fresh 90g; $6.999 ; $4.549 ;;Farmacia / Perfumería
60000000104527;SALCOBRAND;Salcobrand;5987072;Sensodyne Repara y Protege Blanqueador 100g; $8.999 ; $5.849 ;;Farmacia / Perfumería
60000000124612;SALCOBRAND;Salcobrand;5987116;Crema Dental Little Teeth ; $3.999 ; $2.990 ;;Farmacia / Perfumería
60000000026151;SALCOBRAND;Salcobrand;5987133;Cepillo Dental Little Teeth Suave 1 Unidad; $4.299 ; $2.990 ;;Farmacia / Perfumería
60000000022419;SALCOBRAND;Salcobrand;5987134;Cepillo Dental Aquafresh Big Teeth Suave 1 Unidad; $4.199 ; $2.981 ;;Farmacia / Perfumería
60000000026151;CENCOSUD;Santa Isabel;1580884;Cepillo de Dientes Aquafresh Little Teeth; $4.050 ; $3.000 ;;Supermercado
60000000106510;CENCOSUD;Santa Isabel;1733587;Pasta Dental Aquafresh Big Teeth 94 g; $3.390 ; $2.690 ;;Supermercado
60000000124612;CENCOSUD;Santa Isabel;1580883;Pasta Dental Aquafresh Little Teeth 63 g; $3.390 ; $2.690 ;;Supermercado
700661129;CENCOSUD;Santa Isabel;911631;Desodorante Crema Etiquet Men Full Protect Antitranspirante 60 g; $5.290 ;;;Supermercado
700661143;CENCOSUD;Santa Isabel;274176;Desodorante Crema Etiquet Women Antitranspirante 60 g; $5.290 ;;;Supermercado
